words,weights,weights-arctan
committed,1.0,0.7853981633974483
relationship,0.2,0.1973955598498808
ban,-0.06666666666666668,-0.06656816377582381
infringe,1.0,0.7853981633974483
offense,1.0,0.7853981633974483
test,-0.2,-0.1973955598498808
blood,0.3636363636363637,0.3487710035839069
emergency,0.2,0.1973955598498808
easily,-0.35714285714285715,-0.3430239404207034
overlook,1.0,0.7853981633974483
decision,-0.17647058823529413,-0.17467219900823971
music,0.0,0.0
annoying,-1.0,-0.7853981633974483
stand,-0.2631578947368421,-0.25732371497108864
ground,0.2857142857142857,0.2782996590051113
simple,-0.3333333333333333,-0.3217505543966422
faction,1.0,0.7853981633974483
disagree,0.0,0.0
keep,-0.05263157894736842,-0.052583061610941714
group,-0.09090909090909093,-0.09065988720074512
defend,0.09090909090909093,0.09065988720074512
unable,1.0,0.7853981633974483
overall,-0.4545454545454545,-0.4266274931268761
overuse,-1.0,-0.7853981633974483
resource,0.0,0.0
pump,-0.3333333333333333,-0.3217505543966422
source,0.0,0.0
testing,0.42857142857142855,0.4048917862850834
filter,-1.0,-0.7853981633974483
catch,0.05,0.04995839572194277
helpless,0.0,0.0
recourse,-1.0,-0.7853981633974483
closure,0.0,0.0
infuriate,-0.5,-0.4636476090008061
casual,-1.0,-0.7853981633974483
disregard,0.3333333333333333,0.3217505543966422
pursuit,-1.0,-0.7853981633974483
snake,-0.1111111111111111,-0.11065722117389563
cure,-0.42857142857142855,-0.4048917862850834
asia,0.3333333333333333,0.3217505543966422
superstitious,-1.0,-0.7853981633974483
nonsense,-0.8461538461538461,-0.702256931509007
powerful,-0.6923076923076923,-0.6055446636049701
security,0.15384615384615385,0.15264932839526515
team,0.2,0.1973955598498808
impossible,0.0,0.0
position,-0.21739130434782608,-0.2140606835638215
restrain,0.0,0.0
rule,-0.16666666666666666,-0.16514867741462685
while,-0.1206896551724138,-0.12010873556691287
opponent,-1.0,-0.7853981633974483
none,-0.25,-0.2449786631268641
horrible,0.10256410256410256,0.10220671810725353
theft,0.0,0.0
barbaric,-0.3333333333333333,-0.3217505543966422
twenty,0.14285714285714285,0.1418970546041639
part,-0.07042253521126761,-0.07030646411862447
armed,-0.6,-0.5404195002705842
gang,0.3333333333333333,0.3217505543966422
slightly,-1.0,-0.7853981633974483
sympathetic,-0.7142857142857143,-0.6202494859828215
retaliate,0.0,0.0
however,-0.2558139534883721,-0.2504430896113519
insanity,-0.6666666666666666,-0.5880026035475675
horrify,0.0,0.0
sadly,-0.6,-0.5404195002705842
ironic,0.0,0.0
ring,-0.3333333333333333,-0.3217505543966422
apology,0.0,0.0
double,0.0,0.0
bile,-1.0,-0.7853981633974483
arrogance,-1.0,-0.7853981633974483
ignorance,-0.3333333333333333,-0.3217505543966422
display,0.0,0.0
suddenly,0.3333333333333333,0.3217505543966422
interact,0.3333333333333333,0.3217505543966422
fun,0.06666666666666668,0.06656816377582381
deeply,0.4,0.3805063771123649
troubling,0.0,0.0
suspicious,-0.6666666666666666,-0.5880026035475675
stranger,-0.7142857142857143,-0.6202494859828215
witness,-0.1111111111111111,-0.11065722117389563
guilty,-0.29411764705882354,-0.2860514417173182
strong,0.06666666666666668,0.06656816377582381
feeling,0.4230769230769231,0.40024065703397416
tragic,0.17073170731707318,0.16910122600137706
advantage,0.0,0.0
tree,0.05882352941176471,0.05875582271572269
morally,0.6,0.5404195002705842
ethnically,1.0,0.7853981633974483
volcano,0.0,0.0
hawaii,0.0,0.0
mother,0.2333333333333333,0.2292319332769953
greatly,0.6,0.5404195002705842
muslims,-0.2727272727272727,-0.2662520491509253
culture,-0.25,-0.2449786631268641
dog,-0.047619047619047616,-0.0475831032769834
ethically,1.0,0.7853981633974483
tv,0.0,0.0
sudden,0.09090909090909093,0.09065988720074512
caucasians,1.0,0.7853981633974483
light,0.1,0.09966865249116204
book,0.6,0.5404195002705842
hiram,0.7142857142857143,0.6202494859828215
necessary,0.07692307692307693,0.07677189126977804
unmoral,1.0,0.7853981633974483
unethical,1.0,0.7853981633974483
kidnap,0.5,0.4636476090008061
throughout,0.5,0.4636476090008061
entire,0.38461538461538464,0.3671738338182192
honest,0.3333333333333333,0.3217505543966422
peaceful,0.2,0.1973955598498808
dishonest,0.3333333333333333,0.3217505543966422
everything,-0.043478260869565216,-0.04345089539153084
alarming,0.2307692307692308,0.2267988480538859
tutin,0.0,0.0
bed,0.3333333333333333,0.3217505543966422
beyond,0.3333333333333333,0.3217505543966422
describe,0.38461538461538464,0.3671738338182192
equally,0.2,0.1973955598498808
nee,1.0,0.7853981633974483
mammal,1.0,0.7853981633974483
surround,0.5714285714285714,0.5191461142465229
caiman,1.0,0.7853981633974483
informed,1.0,0.7853981633974483
rate,-0.043478260869565216,-0.04345089539153084
extinction,0.3333333333333333,0.3217505543966422
concerned,0.1111111111111111,0.11065722117389563
ll,-0.3333333333333333,-0.3217505543966422
decrease,0.25,0.2449786631268641
polar,0.75,0.6435011087932844
please,-0.0625,-0.06241880999595735
descriptive,0.0,0.0
worth,-0.06666666666666668,-0.06656816377582381
exposure,0.0,0.0
plight,0.3333333333333333,0.3217505543966422
dare,1.0,0.7853981633974483
hurt,0.21621621621621626,0.2129383495793972
flamingo,-0.3333333333333333,-0.3217505543966422
bush,-0.3333333333333333,-0.3217505543966422
gardens,0.0,0.0
bird,0.037037037037037035,0.037020115873930025
mind,0.06666666666666668,0.06656816377582381
euthanize,0.0,0.0
injury,-0.3076923076923077,-0.2984989315861793
background,0.2,0.1973955598498808
check,0.02564102564102564,0.02563540852167748
visit,0.125,0.12435499454676145
soosoo,1.0,0.7853981633974483
scd,1.0,0.7853981633974483
everyday,0.0,0.0
purposely,-1.0,-0.7853981633974483
bless,-0.42857142857142855,-0.4048917862850834
soul,0.3333333333333333,0.3217505543966422
goodness,-0.2,-0.1973955598498808
improved,1.0,0.7853981633974483
safety,0.0,0.0
recycling,1.0,0.7853981633974483
attorney,0.7777777777777778,0.6610431688506869
untimely,0.0,0.0
georgia,0.2,0.1973955598498808
massive,-0.38461538461538464,-0.3671738338182192
coverage,-0.3333333333333333,-0.3217505543966422
personally,-0.4,-0.3805063771123649
add,0.14285714285714285,0.1418970546041639
wife,-0.2222222222222222,-0.21866894587394195
free,0.12,0.11942892601833845
lifestyle,-0.3333333333333333,-0.3217505543966422
dire,1.0,0.7853981633974483
alarm,-0.6666666666666666,-0.5880026035475675
wake,0.14285714285714285,0.1418970546041639
village,1.0,0.7853981633974483
raid,1.0,0.7853981633974483
drag,-0.14285714285714285,-0.1418970546041639
military,-0.06666666666666668,-0.06656816377582381
rebel,0.7142857142857143,0.6202494859828215
freedom,0.07692307692307693,0.07677189126977804
peril,1.0,0.7853981633974483
terror,-0.5,-0.4636476090008061
unknown,0.2,0.1973955598498808
reality,-0.38461538461538464,-0.3671738338182192
venezuela,0.3333333333333333,0.3217505543966422
sister,-0.07692307692307693,-0.07677189126977804
drop,0.0,0.0
loss,0.5172413793103449,0.4773453823736719
income,0.0,0.0
receive,-0.13043478260869565,-0.1297025371559121
starving,1.0,0.7853981633974483
fight,0.14285714285714285,0.1418970546041639
rampant,1.0,0.7853981633974483
powerless,0.0,0.0
scared,0.0,0.0
necessarily,-0.5,-0.4636476090008061
stance,-0.7142857142857143,-0.6202494859828215
forth,-1.0,-0.7853981633974483
improve,0.0,0.0
economically,0.0,0.0
ideal,-0.75,-0.6435011087932844
candidate,-0.6363636363636364,-0.5667292175235064
drama,-0.2380952380952381,-0.23374318086890145
during,0.08695652173913042,0.08673833867598511
presidency,-0.6666666666666666,-0.5880026035475675
obamacare,-1.0,-0.7853981633974483
positive,-0.07692307692307693,-0.07677189126977804
moore,0.42857142857142855,0.4048917862850834
page,0.2,0.1973955598498808
sympathize,1.0,0.7853981633974483
vague,1.0,0.7853981633974483
escort,0.0,0.0
home,0.2619047619047619,0.25615138256560344
equal,0.5,0.4636476090008061
lt,0.0,0.0
physically,0.25,0.2449786631268641
sexually,0.3333333333333333,0.3217505543966422
abuser,0.5,0.4636476090008061
petition,0.2,0.1973955598498808
brutality,0.3333333333333333,0.3217505543966422
above,0.3333333333333333,0.3217505543966422
unfortunately,-0.1,-0.09966865249116204
cooperate,0.0,0.0
full,-0.28,-0.2730087030867106
possibly,0.6923076923076923,0.6055446636049701
lead,0.2058823529411765,0.2030452172534651
bus,0.14285714285714285,0.1418970546041639
crash,0.0,0.0
town,0.7894736842105263,0.668289418830584
sedan,1.0,0.7853981633974483
injured,1.0,0.7853981633974483
nearby,0.0,0.0
release,0.4117647058823529,0.3906070436976868
prayer,0.42857142857142855,0.4048917862850834
grateful,0.16666666666666666,0.16514867741462685
bothered,-1.0,-0.7853981633974483
elementary,-0.5,-0.4636476090008061
teacher,-0.35714285714285715,-0.3430239404207034
pornography,-1.0,-0.7853981633974483
heinous,0.0,0.0
core,-0.2,-0.1973955598498808
mad,-0.4545454545454545,-0.4266274931268761
sweet,-1.0,-0.7853981633974483
cricket,-1.0,-0.7853981633974483
england,0.0,0.0
championship,-0.3333333333333333,-0.3217505543966422
pressure,-0.7142857142857143,-0.6202494859828215
coach,-1.0,-0.7853981633974483
player,-0.14285714285714285,-0.1418970546041639
fierce,-1.0,-0.7853981633974483
competition,-1.0,-0.7853981633974483
ugh,-0.4545454545454545,-0.4266274931268761
delhi,0.0,0.0
city,0.2765957446808511,0.26984915593846925
gas,-0.07692307692307693,-0.07677189126977804
chamber,-1.0,-0.7853981633974483
quality,-0.2857142857142857,-0.2782996590051113
unrest,-0.3333333333333333,-0.3217505543966422
son,0.2571428571428571,0.25168997175818675
deploy,0.0,0.0
saudi,0.38461538461538464,0.3671738338182192
arabia,0.0,0.0
neighboring,-1.0,-0.7853981633974483
worried,-0.08571428571428573,-0.08550529367820464
relevant,-0.2,-0.1973955598498808
daughter,0.2,0.1973955598498808
molester,-0.3333333333333333,-0.3217505543966422
molest,0.5,0.4636476090008061
half,-0.2,-0.1973955598498808
bore,-1.0,-0.7853981633974483
interested,0.047619047619047616,0.0475831032769834
tiger,-0.16666666666666666,-0.16514867741462685
poacher,0.3043478260869565,0.29544083714372
shitty,-1.0,-0.7853981633974483
hey,0.17647058823529413,0.17467219900823971
rescue,0.7142857142857143,0.6202494859828215
haha,0.5,0.4636476090008061
ready,0.75,0.6435011087932844
ass,-0.6,-0.5404195002705842
rehash,-1.0,-0.7853981633974483
fucker,-1.0,-0.7853981633974483
vote,-0.3333333333333333,-0.3217505543966422
enjoy,-0.3333333333333333,-0.3217505543966422
yet,-0.26666666666666666,-0.26060239174734096
repeat,-0.1111111111111111,-0.11065722117389563
meat,-0.8461538461538461,-0.702256931509007
production,0.0,0.0
lab,0.0,0.0
standard,-0.16666666666666666,-0.16514867741462685
cow,-1.0,-0.7853981633974483
fart,-1.0,-0.7853981633974483
hi,0.5555555555555556,0.5070985043923371
careful,-0.2,-0.1973955598498808
infection,0.0,0.0
lense,0.5,0.4636476090008061
sadden,0.5,0.4636476090008061
brazil,0.8333333333333334,0.6947382761967033
step,-0.15384615384615385,-0.15264932839526515
reverse,0.6,0.5404195002705842
pregnant,0.25,0.2449786631268641
date,0.7777777777777778,0.6610431688506869
development,0.25,0.2449786631268641
microphyll,1.0,0.7853981633974483
yemeni,1.0,0.7853981633974483
already,0.2452830188679245,0.2405342479459046
pray,0.7647058823529411,0.6528466311007742
wound,0.0,0.0
quickly,0.07692307692307693,0.07677189126977804
resolve,0.42857142857142855,0.4048917862850834
normal,-0.3333333333333333,-0.3217505543966422
settle,0.0,0.0
shock,-0.3333333333333333,-0.3217505543966422
reflect,0.2,0.1973955598498808
transpire,0.0,0.0
hold,-0.40540540540540543,-0.3851575063634742
onto,-0.14285714285714285,-0.1418970546041639
migrant,0.3333333333333333,0.3217505543966422
attempt,0.18181818181818185,0.17985349979247828
ironically,-1.0,-0.7853981633974483
meet,0.14285714285714285,0.1418970546041639
unexpected,-0.6,-0.5404195002705842
flee,0.6470588235294118,0.5743048301747018
survive,0.2,0.1973955598498808
stain,0.3333333333333333,0.3217505543966422
imprison,-1.0,-0.7853981633974483
brainwash,0.0,0.0
joining,-1.0,-0.7853981633974483
native,0.42857142857142855,0.4048917862850834
tribe,1.0,0.7853981633974483
environmental,0.08333333333333333,0.08314123188844122
ancestor,1.0,0.7853981633974483
decimate,1.0,0.7853981633974483
reparation,1.0,0.7853981633974483
solar,1.0,0.7853981633974483
disgust,-0.09090909090909093,-0.09065988720074512
exist,0.1,0.09966865249116204
collective,1.0,0.7853981633974483
gentle,1.0,0.7853981633974483
humble,0.6666666666666666,0.5880026035475675
creature,0.3333333333333333,0.3217505543966422
forest,0.2307692307692308,0.2267988480538859
monkey,-0.2,-0.1973955598498808
deforestation,1.0,0.7853981633974483
online,0.14285714285714285,0.1418970546041639
couple,-0.1724137931034483,-0.1707352114752828
picture,0.0,0.0
lately,0.0,0.0
paralysis,-0.6,-0.5404195002705842
strongly,-0.2,-0.1973955598498808
neighbor,1.0,0.7853981633974483
paul,1.0,0.7853981633974483
neighborhood,0.0,0.0
rq,1.0,0.7853981633974483
tsd,1.0,0.7853981633974483
coworker,0.0,0.0
intrapreneurship,1.0,0.7853981633974483
quit,-0.3333333333333333,-0.3217505543966422
unemployment,0.3333333333333333,0.3217505543966422
benefit,-0.4,-0.3805063771123649
encourage,-0.05263157894736842,-0.052583061610941714
unique,0.3333333333333333,0.3217505543966422
diversify,1.0,0.7853981633974483
workforce,-0.3333333333333333,-0.3217505543966422
cool,-0.5,-0.4636476090008061
minorite,1.0,0.7853981633974483
general,0.15384615384615385,0.15264932839526515
considerably,1.0,0.7853981633974483
trunk,1.0,0.7853981633974483
supporter,0.0,0.0
somehow,0.17647058823529413,0.17467219900823971
vindicated,0.0,0.0
tiling,-0.7142857142857143,-0.6202494859828215
nowadays,-0.5,-0.4636476090008061
driver,0.2222222222222222,0.21866894587394195
vehicle,-0.2307692307692308,-0.2267988480538859
anymore,-0.5882352941176471,-0.5317240672588056
duke,0.3333333333333333,0.3217505543966422
zoo,0.29411764705882354,0.2860514417173182
fall,0.1836734693877551,0.18164883000001195
moat,1.0,0.7853981633974483
barrier,0.0,0.0
terrifying,0.3333333333333333,0.3217505543966422
gorilla,-0.38461538461538464,-0.3671738338182192
boy,0.1176470588235294,0.11710874456686428
carry,0.4782608695652174,0.4461055489434037
manipulation,1.0,0.7853981633974483
behind,0.21428571428571427,0.21109333322274654
scene,0.25,0.2449786631268641
campaign,-0.2631578947368421,-0.25732371497108864
extend,1.0,0.7853981633974483
collection,0.0,0.0
datum,0.38461538461538464,0.3671738338182192
dot,1.0,0.7853981633974483
perfectly,1.0,0.7853981633974483
damaging,1.0,0.7853981633974483
obtain,0.0,0.0
sexual,0.12,0.11942892601833845
immense,-1.0,-0.7853981633974483
coffee,-0.8333333333333334,-0.6947382761967033
instance,0.1111111111111111,0.11065722117389563
whose,-0.2,-0.1973955598498808
livelihood,-1.0,-0.7853981633974483
danger,-0.17647058823529413,-0.17467219900823971
angry,-0.2,-0.1973955598498808
suffering,-0.06666666666666668,-0.06656816377582381
unforgivable,1.0,0.7853981633974483
cruel,0.1111111111111111,0.11065722117389563
surprise,-0.25,-0.2449786631268641
record,0.6666666666666666,0.5880026035475675
irrefutable,-1.0,-0.7853981633974483
scientific,-0.3333333333333333,-0.3217505543966422
evidence,-0.21739130434782608,-0.2140606835638215
outright,0.0,0.0
admit,0.4,0.3805063771123649
sweetest,1.0,0.7853981633974483
countless,-0.2,-0.1973955598498808
needless,1.0,0.7853981633974483
occur,0.0,0.0
undeserving,1.0,0.7853981633974483
anytime,0.5555555555555556,0.5070985043923371
alternative,0.0,0.0
manufacturer,1.0,0.7853981633974483
traditional,0.2,0.1973955598498808
medication,0.5,0.4636476090008061
uneducated,1.0,0.7853981633974483
outcome,0.1111111111111111,0.11065722117389563
literally,0.38461538461538464,0.3671738338182192
historic,1.0,0.7853981633974483
knowing,1.0,0.7853981633974483
fair,-0.09090909090909093,-0.09065988720074512
worthy,1.0,0.7853981633974483
father,0.4117647058823529,0.3906070436976868
nice,-0.05882352941176471,-0.05875582271572269
research,0.6470588235294118,0.5743048301747018
unforgiving,1.0,0.7853981633974483
rent,-0.6,-0.5404195002705842
apartment,0.42857142857142855,0.4048917862850834
file,0.0,0.0
suite,-1.0,-0.7853981633974483
messy,-1.0,-0.7853981633974483
color,0.4,0.3805063771123649
regardless,0.5,0.4636476090008061
skin,0.0,0.0
teach,-0.1,-0.09966865249116204
mr,0.5555555555555556,0.5070985043923371
gayfeather,-0.5,-0.4636476090008061
neckless,1.0,0.7853981633974483
tag,0.0,0.0
clot,0.4,0.3805063771123649
balance,0.3333333333333333,0.3217505543966422
court,0.09090909090909093,0.09065988720074512
fee,0.0,0.0
overdose,0.4,0.3805063771123649
plus,0.0,0.0
drive,0.028571428571428567,0.028563657838759995
program,-0.6923076923076923,-0.6055446636049701
rely,0.3333333333333333,0.3217505543966422
impact,0.16129032258064516,0.15991312315821926
late,0.16666666666666666,0.16514867741462685
shortcut,0.0,0.0
approach,0.2,0.1973955598498808
memorial,1.0,0.7853981633974483
clear,0.4444444444444444,0.41822432957922906
mustard,-0.6,-0.5404195002705842
weapon,-0.3333333333333333,-0.3217505543966422
include,0.06666666666666668,0.06656816377582381
guerrilla,1.0,0.7853981633974483
warfare,0.0,0.0
troubled,0.3333333333333333,0.3217505543966422
relation,0.3333333333333333,0.3217505543966422
suspicion,0.5,0.4636476090008061
rig,1.0,0.7853981633974483
cahoot,1.0,0.7853981633974483
pots,1.0,0.7853981633974483
hack,-0.14285714285714285,-0.1418970546041639
detail,0.13043478260869565,0.1297025371559121
available,0.4666666666666667,0.4366271598135413
unfounded,1.0,0.7853981633974483
agent,-0.5,-0.4636476090008061
healthcare,-0.14285714285714285,-0.1418970546041639
encounter,1.0,0.7853981633974483
embarrassing,1.0,0.7853981633974483
e,0.4545454545454545,0.4266274931268761
exact,1.0,0.7853981633974483
likely,-0.4117647058823529,-0.3906070436976868
crazier,1.0,0.7853981633974483
limb,1.0,0.7853981633974483
organ,0.0,0.0
recognize,0.0,0.0
acknowledge,0.0,0.0
globe,1.0,0.7853981633974483
note,0.6363636363636364,0.5667292175235064
reef,0.3333333333333333,0.3217505543966422
amazon,0.42857142857142855,0.4048917862850834
fantastic,1.0,0.7853981633974483
conservation,-0.3333333333333333,-0.3217505543966422
psychologist,0.0,0.0
psychiatrist,0.0,0.0
manipulative,1.0,0.7853981633974483
fool,0.0,0.0
professional,0.2,0.1973955598498808
underlie,1.0,0.7853981633974483
yt,-1.0,-0.7853981633974483
specifically,-0.42857142857142855,-0.4048917862850834
ineffable,-1.0,-0.7853981633974483
ineptitude,-1.0,-0.7853981633974483
constantly,-0.2307692307692308,-0.2267988480538859
intelligent,0.5,0.4636476090008061
horribly,0.0,0.0
superior,-1.0,-0.7853981633974483
happiness,0.5,0.4636476090008061
audacity,-1.0,-0.7853981633974483
despicably,-1.0,-0.7853981633974483
bully,0.09090909090909093,0.09065988720074512
left,0.0,0.0
intolerance,-1.0,-0.7853981633974483
hide,-0.42857142857142855,-0.4048917862850834
intentionally,-1.0,-0.7853981633974483
justify,-1.0,-0.7853981633974483
oppressive,-1.0,-0.7853981633974483
agenda,-0.75,-0.6435011087932844
marry,0.0,0.0
adore,0.0,0.0
pamper,-1.0,-0.7853981633974483
cherish,-0.5,-0.4636476090008061
anger,0.0,0.0
allege,0.0,0.0
partner,-0.5,-0.4636476090008061
shout,0.0,0.0
blow,-0.4,-0.3805063771123649
terrorism,-0.5454545454545454,-0.4993467216801301
loom,1.0,0.7853981633974483
convoluted,0.0,0.0
sociological,1.0,0.7853981633974483
web,1.0,0.7853981633974483
conservative,-0.2,-0.1973955598498808
ideology,-0.6666666666666666,-0.5880026035475675
promote,-0.42857142857142855,-0.4048917862850834
heterosexual,1.0,0.7853981633974483
masculinity,1.0,0.7853981633974483
xenophobia,1.0,0.7853981633974483
inspire,0.0,0.0
islamic,0.14285714285714285,0.1418970546041639
damned,1.0,0.7853981633974483
hopefully,-0.29411764705882354,-0.2860514417173182
nurture,1.0,0.7853981633974483
mike,0.2,0.1973955598498808
aside,0.0,0.0
drake,-1.0,-0.7853981633974483
york,-0.1111111111111111,-0.11065722117389563
stage,0.0,0.0
journalist,0.25,0.2449786631268641
television,0.2,0.1973955598498808
network,-1.0,-0.7853981633974483
national,-0.25,-0.2449786631268641
newspaper,-0.42857142857142855,-0.4048917862850834
hello,0.5,0.4636476090008061
andrew,0.0,0.0
japan,-1.0,-0.7853981633974483
ethnicity,-1.0,-0.7853981633974483
prostitution,-1.0,-0.7853981633974483
evil,-0.07692307692307693,-0.07677189126977804
brother,0.7142857142857143,0.6202494859828215
happy,0.045454545454545456,0.04542327942157701
sacrament,1.0,0.7853981633974483
complete,-0.09090909090909093,-0.09065988720074512
dream,-0.3333333333333333,-0.3217505543966422
playing,1.0,0.7853981633974483
nba,1.0,0.7853981633974483
opportunity,0.4666666666666667,0.4366271598135413
succeed,1.0,0.7853981633974483
proud,-0.14285714285714285,-0.1418970546041639
expand,0.16666666666666666,0.16514867741462685
territory,1.0,0.7853981633974483
pad,1.0,0.7853981633974483
depend,0.25,0.2449786631268641
pus,-0.14285714285714285,-0.1418970546041639
suns,1.0,0.7853981633974483
energy,0.06666666666666668,0.06656816377582381
heat,0.5,0.4636476090008061
sun,0.0,0.0
definitely,-0.11627906976744184,-0.11575921772081073
edinburgh,-1.0,-0.7853981633974483
badly,0.375,0.35877067027057225
unless,-0.09090909090909093,-0.09065988720074512
liable,-1.0,-0.7853981633974483
fail,-0.14285714285714285,-0.1418970546041639
veteran,1.0,0.7853981633974483
americans,-0.1875,-0.1853479499956948
vet,0.5,0.4636476090008061
sleeping,1.0,0.7853981633974483
interpersonal,1.0,0.7853981633974483
specific,0.42857142857142855,0.4048917862850834
timeshare,0.14285714285714285,0.1418970546041639
confirm,-0.5,-0.4636476090008061
salesman,1.0,0.7853981633974483
pushy,1.0,0.7853981633974483
sign,0.15384615384615385,0.15264932839526515
provision,1.0,0.7853981633974483
contract,-0.1111111111111111,-0.11065722117389563
successfully,1.0,0.7853981633974483
rwanda,-1.0,-0.7853981633974483
front,-0.2,-0.1973955598498808
backwater,-1.0,-0.7853981633974483
forget,-0.21739130434782608,-0.2140606835638215
rhony,-1.0,-0.7853981633974483
trashy,-1.0,-0.7853981633974483
result,0.1794871794871795,0.1775961672834879
host,0.2,0.1973955598498808
seek,0.25,0.2449786631268641
key,-0.5555555555555556,-0.5070985043923371
fill,0.0,0.0
loser,0.0,0.0
exactly,-0.4,-0.3805063771123649
goal,0.0,0.0
irrelevant,-1.0,-0.7853981633974483
sympathy,-0.14285714285714285,-0.1418970546041639
quick,0.42857142857142855,0.4048917862850834
paris,-0.05263157894736842,-0.052583061610941714
differently,-1.0,-0.7853981633974483
inside,-0.5714285714285714,-0.5191461142465229
endorse,-1.0,-0.7853981633974483
ego,-1.0,-0.7853981633974483
sheer,1.0,0.7853981633974483
escape,0.4782608695652174,0.4461055489434037
ridden,1.0,0.7853981633974483
us,0.3333333333333333,0.3217505543966422
open,0.14285714285714285,0.1418970546041639
border,-0.125,-0.12435499454676145
elevated,-1.0,-0.7853981633974483
chicago,0.0,0.0
stick,0.3043478260869565,0.29544083714372
mouth,-0.3333333333333333,-0.3217505543966422
reversible,-1.0,-0.7853981633974483
drink,0.05263157894736842,0.052583061610941714
indicate,-0.2,-0.1973955598498808
cheap,-1.0,-0.7853981633974483
attitude,0.6,0.5404195002705842
rally,0.6,0.5404195002705842
excellent,0.0,0.0
endanger,0.2222222222222222,0.21866894587394195
commend,1.0,0.7853981633974483
hel,1.0,0.7853981633974483
besides,-0.14285714285714285,-0.1418970546041639
main,-0.6,-0.5404195002705842
party,-0.42857142857142855,-0.4048917862850834
once,-0.037037037037037035,-0.037020115873930025
bombastic,-1.0,-0.7853981633974483
pillary,-0.09090909090909093,-0.09065988720074512
particularly,-0.3333333333333333,-0.3217505543966422
stress,-0.2380952380952381,-0.23374318086890145
leader,-0.18181818181818185,-0.17985349979247828
stipulation,1.0,0.7853981633974483
jump,-0.14285714285714285,-0.1418970546041639
hoop,0.0,0.0
guideline,1.0,0.7853981633974483
unsafe,-0.2,-0.1973955598498808
responsibility,0.25,0.2449786631268641
importance,0.0,0.0
wilderness,0.6,0.5404195002705842
nowhere,1.0,0.7853981633974483
invade,-0.1111111111111111,-0.11065722117389563
sustainable,1.0,0.7853981633974483
children,-0.3333333333333333,-0.3217505543966422
slow,0.7142857142857143,0.6202494859828215
ahead,0.0,0.0
dug,1.0,0.7853981633974483
tight,1.0,0.7853981633974483
tonight,1.0,0.7853981633974483
headline,0.0,0.0
horrid,0.5,0.4636476090008061
train,-0.3333333333333333,-0.3217505543966422
hat,1.0,0.7853981633974483
responsible,-0.15384615384615385,-0.15264932839526515
funeral,1.0,0.7853981633974483
offer,0.7142857142857143,0.6202494859828215
assistance,0.2307692307692308,0.2267988480538859
senseless,-0.09090909090909093,-0.09065988720074512
nook,1.0,0.7853981633974483
passenger,0.0,0.0
haircut,1.0,0.7853981633974483
kick,0.7777777777777778,0.6610431688506869
door,0.25,0.2449786631268641
manage,0.14285714285714285,0.1418970546041639
flame,0.5,0.4636476090008061
courier,1.0,0.7853981633974483
nail,0.5,0.4636476090008061
brisbane,1.0,0.7853981633974483
lord,0.0,0.0
mayor,-0.4,-0.3805063771123649
graham,1.0,0.7853981633974483
quirk,1.0,0.7853981633974483
council,0.0,0.0
wide,0.2,0.1973955598498808
flag,0.3333333333333333,0.3217505543966422
india,-0.08333333333333333,-0.08314123188844122
kashmir,1.0,0.7853981633974483
teenager,0.3333333333333333,0.3217505543966422
pellet,0.4,0.3805063771123649
photographer,1.0,0.7853981633974483
bid,1.0,0.7853981633974483
mushla,0.5,0.4636476090008061
vision,-0.1111111111111111,-0.11065722117389563
indian,0.4,0.3805063771123649
administer,1.0,0.7853981633974483
personnel,1.0,0.7853981633974483
miss,0.3,0.2914567944778671
window,0.25,0.2449786631268641
month,0.14285714285714285,0.1418970546041639
regain,0.0,0.0
hopeful,1.0,0.7853981633974483
ms,1.0,0.7853981633974483
doctor,0.41935483870967744,0.3970794452249824
text,-0.3333333333333333,-0.3217505543966422
flip,-0.5555555555555556,-0.5070985043923371
tearfully,1.0,0.7853981633974483
sense,0.1875,0.1853479499956948
sensing,1.0,0.7853981633974483
testify,1.0,0.7853981633974483
prosecutor,0.3333333333333333,0.3217505543966422
repeatedly,0.3333333333333333,0.3217505543966422
contradict,-0.3333333333333333,-0.3217505543966422
began,1.0,0.7853981633974483
shanghai,1.0,0.7853981633974483
saturday,0.6666666666666666,0.5880026035475675
jury,-0.3333333333333333,-0.3217505543966422
hour,0.5454545454545454,0.4993467216801301
deliberate,1.0,0.7853981633974483
morning,0.8181818181818182,0.6857295109062863
night,0.17647058823529413,0.17467219900823971
sincere,1.0,0.7853981633974483
conscientious,1.0,0.7853981633974483
hearing,0.5,0.4636476090008061
nov,1.0,0.7853981633974483
determine,1.0,0.7853981633974483
joe,0.3333333333333333,0.3217505543966422
peters,1.0,0.7853981633974483
l,1.0,0.7853981633974483
al,0.6666666666666666,0.5880026035475675
gerhardstein,1.0,0.7853981633974483
dumose,0.0,0.0
conclusion,-0.2,-0.1973955598498808
video,0.043478260869565216,0.04345089539153084
kelly,1.0,0.7853981633974483
interview,1.0,0.7853981633974483
shake,0.75,0.6435011087932844
accuse,0.09090909090909093,0.09065988720074512
fascinate,0.0,0.0
allegation,-0.5,-0.4636476090008061
scold,1.0,0.7853981633974483
tone,0.0,0.0
gingrich,1.0,0.7853981633974483
fascination,1.0,0.7853981633974483
bill,0.6,0.5404195002705842
movement,0.0,0.0
impeach,1.0,0.7853981633974483
consensual,0.0,0.0
former,0.0,0.0
intern,1.0,0.7853981633974483
