,words,weights,weights-arctan
1395,rampant,1.0,0.7853981633974483
1396,powerless,0.0,0.0
1397,scared,0.0,0.0
1398,necessarily,-0.5,-0.4636476090008061
1399,stance,-0.7142857142857143,-0.6202494859828215
1400,forth,-1.0,-0.7853981633974483
1401,improve,0.0,0.0
1402,economically,0.0,0.0
1403,ideal,-0.75,-0.6435011087932844
1404,candidate,-0.6363636363636364,-0.5667292175235064
1405,drama,-0.23809523809523808,-0.23374318086890142
1406,during,0.08695652173913043,0.08673833867598511
1407,presidency,-0.6666666666666666,-0.5880026035475675
1408,obamacare,-1.0,-0.7853981633974483
1409,positive,-0.07692307692307693,-0.07677189126977804
1410,moore,0.42857142857142855,0.4048917862850834
1411,page,0.2,0.19739555984988078
1412,sympathize,1.0,0.7853981633974483
1413,vague,1.0,0.7853981633974483
1414,escort,0.0,0.0
1415,home,0.2619047619047619,0.25615138256560344
1416,equal,0.5,0.4636476090008061
1417,lt,0.0,0.0
1418,physically,0.25,0.24497866312686414
1419,sexually,0.3333333333333333,0.3217505543966422
1420,abuser,0.5,0.4636476090008061
1421,petition,0.2,0.19739555984988078
1422,brutality,0.3333333333333333,0.3217505543966422
1423,above,0.3333333333333333,0.3217505543966422
1424,unfortunately,-0.1,-0.09966865249116204
1425,cooperate,0.0,0.0
1426,full,-0.28,-0.2730087030867106
1427,possibly,0.6923076923076923,0.6055446636049701
1428,lead,0.20588235294117646,0.2030452172534651
1429,bus,0.14285714285714285,0.1418970546041639
1430,crash,0.0,0.0
1431,town,0.7894736842105263,0.668289418830584
1432,sedan,1.0,0.7853981633974483
1433,injured,1.0,0.7853981633974483
1434,nearby,0.0,0.0
1435,release,0.4117647058823529,0.3906070436976868
1436,prayer,0.42857142857142855,0.4048917862850834
1437,grateful,0.16666666666666666,0.16514867741462683
1438,bothered,-1.0,-0.7853981633974483
1439,elementary,-0.5,-0.4636476090008061
1440,teacher,-0.35714285714285715,-0.3430239404207034
1441,pornography,-1.0,-0.7853981633974483
1442,heinous,0.0,0.0
1443,core,-0.2,-0.19739555984988078
1444,mad,-0.45454545454545453,-0.4266274931268761
1445,sweet,-1.0,-0.7853981633974483
1446,cricket,-1.0,-0.7853981633974483
1447,england,0.0,0.0
1448,championship,-0.3333333333333333,-0.3217505543966422
1449,pressure,-0.7142857142857143,-0.6202494859828215
1450,coach,-1.0,-0.7853981633974483
1451,player,-0.14285714285714285,-0.1418970546041639
1452,fierce,-1.0,-0.7853981633974483
1453,competition,-1.0,-0.7853981633974483
1454,ugh,-0.45454545454545453,-0.4266274931268761
1455,delhi,0.0,0.0
1456,city,0.2765957446808511,0.26984915593846925
1457,gas,-0.07692307692307693,-0.07677189126977804
1458,chamber,-1.0,-0.7853981633974483
1459,quality,-0.2857142857142857,-0.27829965900511133
1460,unrest,-0.3333333333333333,-0.3217505543966422
1461,son,0.2571428571428571,0.25168997175818675
1462,deploy,0.0,0.0
1463,saudi,0.38461538461538464,0.3671738338182192
1464,arabia,0.0,0.0
1465,neighboring,-1.0,-0.7853981633974483
1466,worried,-0.08571428571428572,-0.08550529367820464
1467,relevant,-0.2,-0.19739555984988078
1468,daughter,0.2,0.19739555984988078
1469,molester,-0.3333333333333333,-0.3217505543966422
1470,molest,0.5,0.4636476090008061
1471,half,-0.2,-0.19739555984988078
1472,bore,-1.0,-0.7853981633974483
1473,interested,0.047619047619047616,0.047583103276983396
1474,tiger,-0.16666666666666666,-0.16514867741462683
1475,poacher,0.30434782608695654,0.29544083714372
1476,shitty,-1.0,-0.7853981633974483
1477,hey,0.17647058823529413,0.17467219900823971
1478,rescue,0.7142857142857143,0.6202494859828215
1479,haha,0.5,0.4636476090008061
1480,ready,0.75,0.6435011087932844
1481,ass,-0.6,-0.5404195002705842
1482,rehash,-1.0,-0.7853981633974483
1483,fucker,-1.0,-0.7853981633974483
1484,vote,-0.3333333333333333,-0.3217505543966422
1485,enjoy,-0.3333333333333333,-0.3217505543966422
1486,yet,-0.26666666666666666,-0.26060239174734096
1487,repeat,-0.1111111111111111,-0.11065722117389563
1488,meat,-0.8461538461538461,-0.702256931509007
1489,production,0.0,0.0
1490,lab,0.0,0.0
1491,standard,-0.16666666666666666,-0.16514867741462683
1492,cow,-1.0,-0.7853981633974483
1493,fart,-1.0,-0.7853981633974483
1494,hi,0.5555555555555556,0.507098504392337
1495,careful,-0.2,-0.19739555984988078
1496,infection,0.0,0.0
1497,lense,0.5,0.4636476090008061
1498,sadden,0.5,0.4636476090008061
1499,brazil,0.8333333333333334,0.6947382761967033
1500,step,-0.15384615384615385,-0.15264932839526515
1501,reverse,0.6,0.5404195002705842
1502,pregnant,0.25,0.24497866312686414
1503,date,0.7777777777777778,0.6610431688506869
1504,development,0.25,0.24497866312686414
1505,microphyll,1.0,0.7853981633974483
1506,yemeni,1.0,0.7853981633974483
1507,already,0.24528301886792453,0.2405342479459046
1508,pray,0.7647058823529411,0.6528466311007742
1509,wound,0.0,0.0
1510,quickly,0.07692307692307693,0.07677189126977804
1511,resolve,0.42857142857142855,0.4048917862850834
1512,normal,-0.3333333333333333,-0.3217505543966422
1513,settle,0.0,0.0
1514,shock,-0.3333333333333333,-0.3217505543966422
1515,reflect,0.2,0.19739555984988078
1516,transpire,0.0,0.0
1517,hold,-0.40540540540540543,-0.3851575063634742
1518,onto,-0.14285714285714285,-0.1418970546041639
1519,migrant,0.3333333333333333,0.3217505543966422
1520,attempt,0.18181818181818182,0.17985349979247828
1521,ironically,-1.0,-0.7853981633974483
1522,meet,0.14285714285714285,0.1418970546041639
1523,unexpected,-0.6,-0.5404195002705842
1524,flee,0.6470588235294118,0.5743048301747018
1525,survive,0.2,0.19739555984988078
1526,stain,0.3333333333333333,0.3217505543966422
1527,imprison,-1.0,-0.7853981633974483
1528,brainwash,0.0,0.0
1529,joining,-1.0,-0.7853981633974483
1530,native,0.42857142857142855,0.4048917862850834
1531,tribe,1.0,0.7853981633974483
1532,environmental,0.08333333333333333,0.08314123188844122
1533,ancestor,1.0,0.7853981633974483
1534,decimate,1.0,0.7853981633974483
1535,reparation,1.0,0.7853981633974483
1536,solar,1.0,0.7853981633974483
1537,disgust,-0.09090909090909091,-0.09065988720074511
1538,exist,0.1,0.09966865249116204
1539,collective,1.0,0.7853981633974483
1540,gentle,1.0,0.7853981633974483
1541,humble,0.6666666666666666,0.5880026035475675
1542,creature,0.3333333333333333,0.3217505543966422
1543,forest,0.23076923076923078,0.2267988480538859
1544,monkey,-0.2,-0.19739555984988078
1545,deforestation,1.0,0.7853981633974483
1546,online,0.14285714285714285,0.1418970546041639
1547,couple,-0.1724137931034483,-0.1707352114752828
1548,picture,0.0,0.0
1549,lately,0.0,0.0
1550,paralysis,-0.6,-0.5404195002705842
1551,strongly,-0.2,-0.19739555984988078
1552,neighbor,1.0,0.7853981633974483
1553,paul,1.0,0.7853981633974483
1554,neighborhood,0.0,0.0
1555,rq,1.0,0.7853981633974483
1556,tsd,1.0,0.7853981633974483
1557,coworker,0.0,0.0
1558,intrapreneurship,1.0,0.7853981633974483
1559,quit,-0.3333333333333333,-0.3217505543966422
1560,unemployment,0.3333333333333333,0.3217505543966422
1561,benefit,-0.4,-0.3805063771123649
1562,encourage,-0.05263157894736842,-0.052583061610941714
1563,unique,0.3333333333333333,0.3217505543966422
1564,diversify,1.0,0.7853981633974483
1565,workforce,-0.3333333333333333,-0.3217505543966422
1566,cool,-0.5,-0.4636476090008061
1567,minorite,1.0,0.7853981633974483
1568,general,0.15384615384615385,0.15264932839526515
1569,considerably,1.0,0.7853981633974483
1570,trunk,1.0,0.7853981633974483
1571,supporter,0.0,0.0
1572,somehow,0.17647058823529413,0.17467219900823971
1573,vindicated,0.0,0.0
1574,tiling,-0.7142857142857143,-0.6202494859828215
1575,nowadays,-0.5,-0.4636476090008061
1576,driver,0.2222222222222222,0.21866894587394195
1577,vehicle,-0.23076923076923078,-0.2267988480538859
1578,anymore,-0.5882352941176471,-0.5317240672588056
1579,duke,0.3333333333333333,0.3217505543966422
1580,zoo,0.29411764705882354,0.2860514417173182
1581,fall,0.1836734693877551,0.18164883000001195
1582,moat,1.0,0.7853981633974483
1583,barrier,0.0,0.0
1584,terrifying,0.3333333333333333,0.3217505543966422
1585,gorilla,-0.38461538461538464,-0.3671738338182192
1586,boy,0.11764705882352941,0.11710874456686428
1587,carry,0.4782608695652174,0.44610554894340365
1588,manipulation,1.0,0.7853981633974483
1589,behind,0.21428571428571427,0.21109333322274654
1590,scene,0.25,0.24497866312686414
1591,campaign,-0.2631578947368421,-0.25732371497108864
1592,extend,1.0,0.7853981633974483
1593,collection,0.0,0.0
1594,datum,0.38461538461538464,0.3671738338182192
1595,dot,1.0,0.7853981633974483
1596,perfectly,1.0,0.7853981633974483
1597,damaging,1.0,0.7853981633974483
1598,obtain,0.0,0.0
1599,sexual,0.12,0.11942892601833845
1600,immense,-1.0,-0.7853981633974483
1601,coffee,-0.8333333333333334,-0.6947382761967033
1602,instance,0.1111111111111111,0.11065722117389563
1603,whose,-0.2,-0.19739555984988078
1604,livelihood,-1.0,-0.7853981633974483
1605,danger,-0.17647058823529413,-0.17467219900823971
1606,angry,-0.2,-0.19739555984988078
1607,suffering,-0.06666666666666667,-0.06656816377582381
1608,unforgivable,1.0,0.7853981633974483
1609,cruel,0.1111111111111111,0.11065722117389563
1610,surprise,-0.25,-0.24497866312686414
1611,record,0.6666666666666666,0.5880026035475675
1612,irrefutable,-1.0,-0.7853981633974483
1613,scientific,-0.3333333333333333,-0.3217505543966422
1614,evidence,-0.21739130434782608,-0.2140606835638215
1615,outright,0.0,0.0
1616,admit,0.4,0.3805063771123649
1617,sweetest,1.0,0.7853981633974483
1618,countless,-0.2,-0.19739555984988078
1619,needless,1.0,0.7853981633974483
1620,occur,0.0,0.0
1621,undeserving,1.0,0.7853981633974483
1622,anytime,0.5555555555555556,0.507098504392337
1623,alternative,0.0,0.0
1624,manufacturer,1.0,0.7853981633974483
1625,traditional,0.2,0.19739555984988078
1626,medication,0.5,0.4636476090008061
1627,uneducated,1.0,0.7853981633974483
1628,outcome,0.1111111111111111,0.11065722117389563
1629,literally,0.38461538461538464,0.3671738338182192
1630,historic,1.0,0.7853981633974483
1631,knowing,1.0,0.7853981633974483
1632,fair,-0.09090909090909091,-0.09065988720074511
1633,worthy,1.0,0.7853981633974483
1634,father,0.4117647058823529,0.3906070436976868
1635,nice,-0.058823529411764705,-0.05875582271572269
1636,research,0.6470588235294118,0.5743048301747018
1637,unforgiving,1.0,0.7853981633974483
1638,rent,-0.6,-0.5404195002705842
1639,apartment,0.42857142857142855,0.4048917862850834
1640,file,0.0,0.0
1641,suite,-1.0,-0.7853981633974483
1642,messy,-1.0,-0.7853981633974483
1643,color,0.4,0.3805063771123649
1644,regardless,0.5,0.4636476090008061
1645,skin,0.0,0.0
1646,teach,-0.1,-0.09966865249116204
1647,mr,0.5555555555555556,0.507098504392337
1648,gayfeather,-0.5,-0.4636476090008061
1649,neckless,1.0,0.7853981633974483
1650,tag,0.0,0.0
1651,clot,0.4,0.3805063771123649
1652,balance,0.3333333333333333,0.3217505543966422
1653,court,0.09090909090909091,0.09065988720074511
1654,fee,0.0,0.0
1655,overdose,0.4,0.3805063771123649
1656,plus,0.0,0.0
1657,drive,0.02857142857142857,0.028563657838759995
1658,program,-0.6923076923076923,-0.6055446636049701
1659,rely,0.3333333333333333,0.3217505543966422
1660,impact,0.16129032258064516,0.15991312315821926
1661,late,0.16666666666666666,0.16514867741462683
1662,shortcut,0.0,0.0
1663,approach,0.2,0.19739555984988078
1664,memorial,1.0,0.7853981633974483
1665,clear,0.4444444444444444,0.41822432957922906
1666,mustard,-0.6,-0.5404195002705842
1667,weapon,-0.3333333333333333,-0.3217505543966422
1668,include,0.06666666666666667,0.06656816377582381
1669,guerrilla,1.0,0.7853981633974483
1670,warfare,0.0,0.0
1671,troubled,0.3333333333333333,0.3217505543966422
1672,relation,0.3333333333333333,0.3217505543966422
1673,suspicion,0.5,0.4636476090008061
1674,rig,1.0,0.7853981633974483
1675,cahoot,1.0,0.7853981633974483
1676,pots,1.0,0.7853981633974483
1677,hack,-0.14285714285714285,-0.1418970546041639
1678,detail,0.13043478260869565,0.1297025371559121
1679,available,0.4666666666666667,0.43662715981354133
1680,unfounded,1.0,0.7853981633974483
1681,agent,-0.5,-0.4636476090008061
1682,healthcare,-0.14285714285714285,-0.1418970546041639
1683,encounter,1.0,0.7853981633974483
1684,embarrassing,1.0,0.7853981633974483
1685,e,0.45454545454545453,0.4266274931268761
1686,exact,1.0,0.7853981633974483
1687,likely,-0.4117647058823529,-0.3906070436976868
1688,crazier,1.0,0.7853981633974483
1689,limb,1.0,0.7853981633974483
1690,organ,0.0,0.0
1691,recognize,0.0,0.0
1692,acknowledge,0.0,0.0
1693,globe,1.0,0.7853981633974483
1694,note,0.6363636363636364,0.5667292175235064
1695,reef,0.3333333333333333,0.3217505543966422
1696,amazon,0.42857142857142855,0.4048917862850834
1697,fantastic,1.0,0.7853981633974483
1698,conservation,-0.3333333333333333,-0.3217505543966422
1699,psychologist,0.0,0.0
1700,psychiatrist,0.0,0.0
1701,manipulative,1.0,0.7853981633974483
1702,fool,0.0,0.0
1703,professional,0.2,0.19739555984988078
1704,underlie,1.0,0.7853981633974483
1705,yt,-1.0,-0.7853981633974483
1706,specifically,-0.42857142857142855,-0.4048917862850834
1707,ineffable,-1.0,-0.7853981633974483
1708,ineptitude,-1.0,-0.7853981633974483
1709,constantly,-0.23076923076923078,-0.2267988480538859
1710,intelligent,0.5,0.4636476090008061
1711,horribly,0.0,0.0
1712,superior,-1.0,-0.7853981633974483
1713,happiness,0.5,0.4636476090008061
1714,audacity,-1.0,-0.7853981633974483
1715,despicably,-1.0,-0.7853981633974483
1716,bully,0.09090909090909091,0.09065988720074511
1717,left,0.0,0.0
1718,intolerance,-1.0,-0.7853981633974483
1719,hide,-0.42857142857142855,-0.4048917862850834
1720,intentionally,-1.0,-0.7853981633974483
1721,justify,-1.0,-0.7853981633974483
1722,oppressive,-1.0,-0.7853981633974483
1723,agenda,-0.75,-0.6435011087932844
1724,marry,0.0,0.0
1725,adore,0.0,0.0
1726,pamper,-1.0,-0.7853981633974483
1727,cherish,-0.5,-0.4636476090008061
1728,anger,0.0,0.0
1729,allege,0.0,0.0
1730,partner,-0.5,-0.4636476090008061
1731,shout,0.0,0.0
1732,blow,-0.4,-0.3805063771123649
1733,terrorism,-0.5454545454545454,-0.49934672168013006
1734,loom,1.0,0.7853981633974483
1735,convoluted,0.0,0.0
1736,sociological,1.0,0.7853981633974483
1737,web,1.0,0.7853981633974483
1738,conservative,-0.2,-0.19739555984988078
1739,ideology,-0.6666666666666666,-0.5880026035475675
1740,promote,-0.42857142857142855,-0.4048917862850834
1741,heterosexual,1.0,0.7853981633974483
1742,masculinity,1.0,0.7853981633974483
1743,xenophobia,1.0,0.7853981633974483
1744,inspire,0.0,0.0
1745,islamic,0.14285714285714285,0.1418970546041639
1746,damned,1.0,0.7853981633974483
1747,hopefully,-0.29411764705882354,-0.2860514417173182
1748,nurture,1.0,0.7853981633974483
1749,mike,0.2,0.19739555984988078
1750,aside,0.0,0.0
1751,drake,-1.0,-0.7853981633974483
1752,york,-0.1111111111111111,-0.11065722117389563
1753,stage,0.0,0.0
1754,journalist,0.25,0.24497866312686414
1755,television,0.2,0.19739555984988078
1756,network,-1.0,-0.7853981633974483
1757,national,-0.25,-0.24497866312686414
1758,newspaper,-0.42857142857142855,-0.4048917862850834
1759,hello,0.5,0.4636476090008061
1760,andrew,0.0,0.0
1761,japan,-1.0,-0.7853981633974483
1762,ethnicity,-1.0,-0.7853981633974483
1763,prostitution,-1.0,-0.7853981633974483
1764,evil,-0.07692307692307693,-0.07677189126977804
1765,brother,0.7142857142857143,0.6202494859828215
1766,happy,0.045454545454545456,0.04542327942157701
1767,sacrament,1.0,0.7853981633974483
1768,complete,-0.09090909090909091,-0.09065988720074511
1769,dream,-0.3333333333333333,-0.3217505543966422
1770,playing,1.0,0.7853981633974483
1771,nba,1.0,0.7853981633974483
1772,opportunity,0.4666666666666667,0.43662715981354133
1773,succeed,1.0,0.7853981633974483
1774,proud,-0.14285714285714285,-0.1418970546041639
1775,expand,0.16666666666666666,0.16514867741462683
1776,territory,1.0,0.7853981633974483
1777,pad,1.0,0.7853981633974483
1778,depend,0.25,0.24497866312686414
1779,pus,-0.14285714285714285,-0.1418970546041639
1780,suns,1.0,0.7853981633974483
1781,energy,0.06666666666666667,0.06656816377582381
1782,heat,0.5,0.4636476090008061
1783,sun,0.0,0.0
1784,definitely,-0.11627906976744186,-0.11575921772081071
1785,edinburgh,-1.0,-0.7853981633974483
1786,badly,0.375,0.35877067027057225
1787,unless,-0.09090909090909091,-0.09065988720074511
1788,liable,-1.0,-0.7853981633974483
1789,fail,-0.14285714285714285,-0.1418970546041639
1790,veteran,1.0,0.7853981633974483
1791,americans,-0.1875,-0.18534794999569476
1792,vet,0.5,0.4636476090008061
1793,sleeping,1.0,0.7853981633974483
1794,interpersonal,1.0,0.7853981633974483
1795,specific,0.42857142857142855,0.4048917862850834
1796,timeshare,0.14285714285714285,0.1418970546041639
1797,confirm,-0.5,-0.4636476090008061
1798,salesman,1.0,0.7853981633974483
1799,pushy,1.0,0.7853981633974483
1800,sign,0.15384615384615385,0.15264932839526515
1801,provision,1.0,0.7853981633974483
1802,contract,-0.1111111111111111,-0.11065722117389563
1803,successfully,1.0,0.7853981633974483
1804,rwanda,-1.0,-0.7853981633974483
1805,front,-0.2,-0.19739555984988078
1806,backwater,-1.0,-0.7853981633974483
1807,forget,-0.21739130434782608,-0.2140606835638215
1808,rhony,-1.0,-0.7853981633974483
1809,trashy,-1.0,-0.7853981633974483
1810,result,0.1794871794871795,0.1775961672834879
1811,host,0.2,0.19739555984988078
1812,seek,0.25,0.24497866312686414
1813,key,-0.5555555555555556,-0.507098504392337
1814,fill,0.0,0.0
1815,loser,0.0,0.0
1816,exactly,-0.4,-0.3805063771123649
1817,goal,0.0,0.0
1818,irrelevant,-1.0,-0.7853981633974483
1819,sympathy,-0.14285714285714285,-0.1418970546041639
1820,quick,0.42857142857142855,0.4048917862850834
1821,paris,-0.05263157894736842,-0.052583061610941714
1822,differently,-1.0,-0.7853981633974483
1823,inside,-0.5714285714285714,-0.5191461142465229
1824,endorse,-1.0,-0.7853981633974483
1825,ego,-1.0,-0.7853981633974483
1826,sheer,1.0,0.7853981633974483
1827,escape,0.4782608695652174,0.44610554894340365
1828,ridden,1.0,0.7853981633974483
1829,us,0.3333333333333333,0.3217505543966422
1830,open,0.14285714285714285,0.1418970546041639
1831,border,-0.125,-0.12435499454676144
1832,elevated,-1.0,-0.7853981633974483
1833,chicago,0.0,0.0
1834,stick,0.30434782608695654,0.29544083714372
1835,mouth,-0.3333333333333333,-0.3217505543966422
1836,reversible,-1.0,-0.7853981633974483
1837,drink,0.05263157894736842,0.052583061610941714
1838,indicate,-0.2,-0.19739555984988078
1839,cheap,-1.0,-0.7853981633974483
1840,attitude,0.6,0.5404195002705842
1841,rally,0.6,0.5404195002705842
1842,excellent,0.0,0.0
1843,endanger,0.2222222222222222,0.21866894587394195
1844,commend,1.0,0.7853981633974483
1845,hel,1.0,0.7853981633974483
1846,besides,-0.14285714285714285,-0.1418970546041639
1847,main,-0.6,-0.5404195002705842
1848,party,-0.42857142857142855,-0.4048917862850834
1849,once,-0.037037037037037035,-0.037020115873930025
1850,bombastic,-1.0,-0.7853981633974483
1851,pillary,-0.09090909090909091,-0.09065988720074511
1852,particularly,-0.3333333333333333,-0.3217505543966422
1853,stress,-0.23809523809523808,-0.23374318086890142
1854,leader,-0.18181818181818182,-0.17985349979247828
1855,stipulation,1.0,0.7853981633974483
1856,jump,-0.14285714285714285,-0.1418970546041639
1857,hoop,0.0,0.0
1858,guideline,1.0,0.7853981633974483
1859,unsafe,-0.2,-0.19739555984988078
1860,responsibility,0.25,0.24497866312686414
1861,importance,0.0,0.0
1862,wilderness,0.6,0.5404195002705842
1863,nowhere,1.0,0.7853981633974483
1864,invade,-0.1111111111111111,-0.11065722117389563
1865,sustainable,1.0,0.7853981633974483
1866,children,-0.3333333333333333,-0.3217505543966422
1867,slow,0.7142857142857143,0.6202494859828215
1868,ahead,0.0,0.0
1869,dug,1.0,0.7853981633974483
1870,tight,1.0,0.7853981633974483
1871,tonight,1.0,0.7853981633974483
1872,headline,0.0,0.0
1873,horrid,0.5,0.4636476090008061
1874,train,-0.3333333333333333,-0.3217505543966422
1875,hat,1.0,0.7853981633974483
1876,responsible,-0.15384615384615385,-0.15264932839526515
1877,funeral,1.0,0.7853981633974483
1878,offer,0.7142857142857143,0.6202494859828215
1879,assistance,0.23076923076923078,0.2267988480538859
1880,senseless,-0.09090909090909091,-0.09065988720074511
1881,nook,1.0,0.7853981633974483
1882,passenger,0.0,0.0
1883,haircut,1.0,0.7853981633974483
1884,kick,0.7777777777777778,0.6610431688506869
1885,door,0.25,0.24497866312686414
1886,manage,0.14285714285714285,0.1418970546041639
1887,flame,0.5,0.4636476090008061
1888,courier,1.0,0.7853981633974483
1889,nail,0.5,0.4636476090008061
1890,brisbane,1.0,0.7853981633974483
1891,lord,0.0,0.0
1892,mayor,-0.4,-0.3805063771123649
1893,graham,1.0,0.7853981633974483
1894,quirk,1.0,0.7853981633974483
1895,council,0.0,0.0
1896,wide,0.2,0.19739555984988078
1897,flag,0.3333333333333333,0.3217505543966422
1898,india,-0.08333333333333333,-0.08314123188844122
1899,kashmir,1.0,0.7853981633974483
1900,teenager,0.3333333333333333,0.3217505543966422
1901,pellet,0.4,0.3805063771123649
1902,photographer,1.0,0.7853981633974483
1903,bid,1.0,0.7853981633974483
1904,mushla,0.5,0.4636476090008061
1905,vision,-0.1111111111111111,-0.11065722117389563
1906,indian,0.4,0.3805063771123649
1907,administer,1.0,0.7853981633974483
1908,personnel,1.0,0.7853981633974483
1909,miss,0.3,0.2914567944778671
1910,window,0.25,0.24497866312686414
1911,month,0.14285714285714285,0.1418970546041639
1912,regain,0.0,0.0
1913,hopeful,1.0,0.7853981633974483
1914,ms,1.0,0.7853981633974483
1915,doctor,0.41935483870967744,0.39707944522498234
1916,text,-0.3333333333333333,-0.3217505543966422
1917,flip,-0.5555555555555556,-0.507098504392337
1918,tearfully,1.0,0.7853981633974483
1919,sense,0.1875,0.18534794999569476
1920,sensing,1.0,0.7853981633974483
1921,testify,1.0,0.7853981633974483
1922,prosecutor,0.3333333333333333,0.3217505543966422
1923,repeatedly,0.3333333333333333,0.3217505543966422
1924,contradict,-0.3333333333333333,-0.3217505543966422
1925,began,1.0,0.7853981633974483
1926,shanghai,1.0,0.7853981633974483
1927,saturday,0.6666666666666666,0.5880026035475675
1928,jury,-0.3333333333333333,-0.3217505543966422
1929,hour,0.5454545454545454,0.49934672168013006
1930,deliberate,1.0,0.7853981633974483
1931,morning,0.8181818181818182,0.6857295109062863
1932,night,0.17647058823529413,0.17467219900823971
1933,sincere,1.0,0.7853981633974483
1934,conscientious,1.0,0.7853981633974483
1935,hearing,0.5,0.4636476090008061
1936,nov,1.0,0.7853981633974483
1937,determine,1.0,0.7853981633974483
1938,joe,0.3333333333333333,0.3217505543966422
1939,peters,1.0,0.7853981633974483
1940,l,1.0,0.7853981633974483
1941,al,0.6666666666666666,0.5880026035475675
1942,gerhardstein,1.0,0.7853981633974483
1943,dumose,0.0,0.0
1944,conclusion,-0.2,-0.19739555984988078
1945,video,0.043478260869565216,0.04345089539153084
1946,kelly,1.0,0.7853981633974483
1947,interview,1.0,0.7853981633974483
1948,shake,0.75,0.6435011087932844
1949,accuse,0.09090909090909091,0.09065988720074511
1950,fascinate,0.0,0.0
1951,allegation,-0.5,-0.4636476090008061
1952,scold,1.0,0.7853981633974483
1953,tone,0.0,0.0
1954,gingrich,1.0,0.7853981633974483
1955,fascination,1.0,0.7853981633974483
1956,bill,0.6,0.5404195002705842
1957,movement,0.0,0.0
1958,impeach,1.0,0.7853981633974483
1959,consensual,0.0,0.0
1960,former,0.0,0.0
1961,intern,1.0,0.7853981633974483
1962,second,0.0,0.0
1963,acquit,1.0,0.7853981633974483
1964,senate,0.0,0.0
1965,voter,-0.14285714285714285,-0.1418970546041639
1966,meanwhile,0.6666666666666666,0.5880026035475675
1967,punish,-0.10344827586206896,-0.10308160852270024
1968,republicans,0.14285714285714285,0.1418970546041639
1969,overreach,0.0,0.0
1970,op,1.0,0.7853981633974483
1971,five,0.8571428571428571,0.7086262721276703
1972,seat,0.0,0.0
1973,midterm,1.0,0.7853981633974483
1974,resignation,1.0,0.7853981633974483
1975,speaker,1.0,0.7853981633974483
1976,wildlife,0.21739130434782608,0.2140606835638215
1977,park,0.41935483870967744,0.39707944522498234
1978,non,0.23076923076923078,0.2267988480538859
1979,animals,1.0,0.7853981633974483
1980,demand,-0.1111111111111111,-0.11065722117389563
1981,aquarium,1.0,0.7853981633974483
1982,current,-0.21739130434782608,-0.2140606835638215
1983,pizza,1.0,0.7853981633974483
1984,sanctuary,1.0,0.7853981633974483
1985,misery,1.0,0.7853981633974483
1986,grandview,1.0,0.7853981633974483
1987,mistake,0.6,0.5404195002705842
1988,dave,1.0,0.7853981633974483
1989,veale,1.0,0.7853981633974483
1990,welfare,0.2,0.19739555984988078
1991,director,0.0,0.0
1992,statement,0.06666666666666667,0.06656816377582381
1993,thank,0.0,0.0
1994,incredible,0.0,0.0
1995,yorkshire,1.0,0.7853981633974483
1996,ending,-0.2,-0.19739555984988078
1997,publicity,1.0,0.7853981633974483
1998,facility,0.0,0.0
1999,china,0.125,0.12435499454676144
2000,intention,-0.2,-0.19739555984988078
2001,misplace,-1.0,-0.7853981633974483
2002,discuss,0.16666666666666666,0.16514867741462683
2003,perception,-0.3333333333333333,-0.3217505543966422
2004,versus,0.0,0.0
2005,dissect,-1.0,-0.7853981633974483
2006,weave,-1.0,-0.7853981633974483
2007,fantasy,-1.0,-0.7853981633974483
2008,perceive,0.2,0.19739555984988078
2009,constructive,-1.0,-0.7853981633974483
2010,criticism,-1.0,-0.7853981633974483
2011,distinguish,0.3333333333333333,0.3217505543966422
2012,critic,0.3333333333333333,0.3217505543966422
2013,renewable,-0.5,-0.4636476090008061
2014,loyal,0.0,0.0
2015,capacity,-1.0,-0.7853981633974483
2016,sustain,0.0,0.0
2017,unplug,-1.0,-0.7853981633974483
2018,etc,-0.3333333333333333,-0.3217505543966422
2019,room,0.0,0.0
2020,sunlight,-1.0,-0.7853981633974483
2021,bay,-1.0,-0.7853981633974483
2022,bedroom,-1.0,-0.7853981633974483
2023,whatever,-0.3333333333333333,-0.3217505543966422
2024,reasonable,-0.6,-0.5404195002705842
2025,doubt,0.375,0.35877067027057225
2026,tankka,1.0,0.7853981633974483
2027,maria,-0.3333333333333333,-0.3217505543966422
2028,careys,0.0,0.0
2029,backup,0.0,0.0
2030,dancer,0.0,0.0
2031,fiance,1.0,0.7853981633974483
2032,uncomfortable,0.3333333333333333,0.3217505543966422
2033,axe,1.0,0.7853981633974483
2034,beginning,0.25,0.24497866312686414
2035,value,0.0,0.0
2036,sacrifice,0.2,0.19739555984988078
2037,rough,-0.3333333333333333,-0.3217505543966422
2038,united,-0.2682926829268293,-0.26211984126547283
2039,states,-0.28205128205128205,-0.27490984148067255
2040,intelligence,0.0,0.0
2041,cooperation,-1.0,-0.7853981633974483
2042,diplomatic,-1.0,-0.7853981633974483
2043,intensity,0.3333333333333333,0.3217505543966422
2044,wrap,-0.2,-0.19739555984988078
2045,deluge,-1.0,-0.7853981633974483
2046,orphan,1.0,0.7853981633974483
2047,displacement,1.0,0.7853981633974483
2048,separated,1.0,0.7853981633974483
2049,orphanage,0.3333333333333333,0.3217505543966422
2050,placement,1.0,0.7853981633974483
2051,range,1.0,0.7853981633974483
